filename,alphaidx,text
rus-4bd9fd1d.flac,отставать,отставать
rus-11670f4f.flac,впоследствии,впоследствии
rus-92673eae.flac,подтвердить,подтвердить
rus-7680dd79.flac,восстановить,восстановить
rus-e0d9bfbb.flac,анкета,анкета
rus-ebc57d76.flac,возводить,возводить
rus-bbc3c55c.flac,стиральный|машина,стиральная машина
rus-3e7b969b.flac,кончаться,кончаться
rus-9c45c709.flac,парикмахерская,парикмахерская
rus-3cbe2cb3.flac,различие,различие
rus-4133876e.flac,глава,глава
rus-1ef9b054.flac,распространить,распространить
rus-ac0f88aa.flac,пока,пока
rus-8e35f9ed.flac,свернуть,свернуть
rus-ed1194b6.flac,вздрагивать,вздрагивать
rus-b07ec274.flac,задний,задний
rus-3ad45fff.flac,команда,команда
rus-bbd2b4e3.flac,выяснить,выяснить
rus-01a40f17.flac,сардина,сардина
rus-f6359274.flac,поляк,поляк
rus-ea1f57a3.flac,наблюдать,наблюдать
rus-65c6d62c.flac,энергичный,энергичный
rus-10ce803a.flac,преподаватель,преподаватель
rus-d36dc94c.flac,организм,организм
rus-467a59b3.flac,взвешивать,взвешивать
rus-c2fac409.flac,размышление,размышление
rus-f949126f.flac,брюнет,брюнет
rus-c3c4b2a6.flac,подышать,подышать
rus-ac19aa85.flac,пастбище,пастбища
rus-eed0339f.flac,собраться,собраться
rus-12ef2e3f.flac,приблизиться,приблизиться
rus-dfde3d93.flac,положить,положить
rus-f48dc4f4.flac,провозгласить,провозгласить
rus-8b5eb48c.flac,нигде,нигде
rus-b44fd777.flac,поворачивать,поворачивать
rus-9e5e0162.flac,желание,желание
rus-7adbef88.flac,как|раз,как раз
rus-bfdc158b.flac,всё|равно,всё равно
rus-b18a4797.flac,украсть,украсть
rus-85cc4621.flac,образовать,образовать
rus-5dcacfa0.flac,зубной|врач,зубной врач
rus-90fa18a2.flac,игла,игла
rus-0b3418c0.flac,приятель,приятель
rus-f9153bd6.flac,журнал,журнал
rus-e568a115.flac,подъём,подъём
rus-378e3849.flac,гораздо,гораздо
rus-530ed85a.flac,крыльцо,крыльцо
rus-38aa8a94.flac,танцевать,танцевать
rus-efe336c9.flac,пять|чувство,пять чувств
rus-80cec83e.flac,минута,минута
rus-242227ff.flac,отечественный,отечественный
rus-8a758147.flac,жарко,жарко
rus-7225ce2a.flac,шофёр,шофёр
rus-8fd0948b.flac,бастовать,бастовать
rus-a0e1fa31.flac,долина,долина
rus-841997eb.flac,обед,обед
rus-d581a32e.flac,еда,еда
rus-64e02a3a.flac,верх,верх
rus-10ab7ee9.flac,настоять,настоять
rus-2b612fde.flac,рассчитаться,рассчитаться
rus-7e274244.flac,лишь,лишь
rus-34b30cb3.flac,превратить,превратить
rus-ca6ea5f2.flac,близко,близко
rus-6a91cc61.flac,подсказать,подсказать
rus-07d99d30.flac,местность,местность
rus-fbdd6bfa.flac,уснуть,уснуть
rus-c88248e6.flac,сучок,сучок
rus-84fbd41e.flac,спрашивать,спрашивать
rus-5726d77b.flac,прилететь,прилететь
rus-92f70bbd.flac,на|цыпочка,на цыпочках
rus-9b50a085.flac,гравюра,гравюра
rus-145d5434.flac,мизинец,мизинец
rus-e9fb2924.flac,упасть,упасть
rus-a60d3278.flac,каюта,каюта
rus-eb49a617.flac,твёрдый,твёрдый
rus-abc75151.flac,покрасить,покрасить
rus-731dc8ed.flac,заболевание,заболевание
rus-0c9074f5.flac,за|граница,за границу
rus-bcbf6a35.flac,макароны,макароны
rus-99e31ba0.flac,на|вход,на входе
rus-014c93f7.flac,переплёт,переплёт
rus-0a519b04.flac,до|востребование,до востребования
rus-0c744684.flac,баловать,баловать
rus-f13ba85f.flac,регулярный,регулярный
rus-bc52b5ae.flac,стадо,стадо
rus-68486fda.flac,даже,даже
rus-5566dc21.flac,достать,достать
rus-ddd1bf06.flac,пожалуй,пожалуй
rus-d9773a6a.flac,вспоминать,вспоминать
rus-6bf25c56.flac,сходить,сходить
rus-1a1a0f76.flac,оформить,оформить
rus-5257c461.flac,система,система
rus-7036239d.flac,помешать,помешать
rus-e4a3b32e.flac,случайный,случайный
rus-7e53d032.flac,проводник,проводник
rus-3f44639f.flac,познакомиться,познакомиться
rus-c40dc796.flac,замороженный,замороженный
rus-f18bf822.flac,реставрировать,реставрировать
rus-6bca6dee.flac,положение,положение
rus-c6f6489d.flac,божий,божий
rus-99291217.flac,красить,красить
rus-f4e62fd1.flac,пирожное,пирожное
rus-93edc7ee.flac,правило,правило
rus-9752404d.flac,провод,провод
rus-3af7b33d.flac,галка,галка
rus-4e427771.flac,отварной|мясо,отварное мясо
rus-79a67929.flac,убийца,убийца
rus-89a83ade.flac,успокаиваться,успокаиваться
rus-c85f5c7e.flac,изучать,изучать
rus-5015c01d.flac,зарабатывать,зарабатывать
rus-85f3f6b5.flac,разный,разный
rus-53ea6604.flac,главный,главный
rus-0d9fbc52.flac,происхождение,происхождение
rus-2b465ef4.flac,младший,младший
rus-8358844e.flac,ручной,ручной
rus-bbf7feb1.flac,переносить,переносить
rus-5f2b8082.flac,улетать,улетать
rus-d80c6d92.flac,благополучный,благополучный
rus-026a4b35.flac,подняться,подняться
rus-5eebede4.flac,беспокоиться,беспокоиться
rus-8557b3f7.flac,пропускать,пропускать
rus-8af7ef0d.flac,слишком,слишком
rus-faa1b7c1.flac,беспокоить,беспокоить
rus-bd726750.flac,перепись,перепись
rus-9da50f97.flac,владеть,владеть
rus-d69eb5a8.flac,великий,великий
rus-5d077ac8.flac,губа,губы
rus-97fccd08.flac,движение,движение
rus-00b10bed.flac,ребёнок,ребёнок
rus-9f245a00.flac,спиртной,спиртной
rus-c6c43642.flac,ограничить,ограничить
rus-3f493d3e.flac,отмечать,отмечать
rus-de4c2e07.flac,зрение,зрение
rus-d7de0e4e.flac,словно,словно
rus-391b45cc.flac,чтобы,чтобы
rus-6b753949.flac,на|самый|верх|гора,на самом верху горы
rus-00b638ed.flac,баржа,баржа
rus-e34844ed.flac,скакать,скакать
rus-5366f06d.flac,фанатический,фанатический
rus-f2916fa8.flac,тянуть,тянуть
rus-9dd2c25d.flac,пускать,пускать
rus-7f7384d0.flac,исторический,исторический
rus-a5e82bbd.flac,мрак,мрак
rus-c39bf731.flac,комедия,комедия
rus-594e7285.flac,кондитерский,кондитерский
rus-24b48932.flac,номер,номер
rus-76cef343.flac,оливка,оливка
rus-333113a3.flac,сук,сук
rus-b8cc0538.flac,настаивать,настаивать
rus-954d2097.flac,сложный,сложный
rus-2493000b.flac,двигаться,двигаться
rus-d37aa8c8.flac,собираться,собираться
rus-19d1ed49.flac,лекарство,лекарство
rus-5a37299c.flac,вешалка,вешалка
rus-9457577b.flac,сестра,сестра
rus-d6042698.flac,остаток,остаток
rus-f359c415.flac,часто,часто
rus-ef26516d.flac,нечего,нечего
rus-e87c884d.flac,официальный,официальный
rus-1972a613.flac,полька,полька
rus-9f32cf5a.flac,троечник,троечник
rus-300d1534.flac,замолчать,замолчать
rus-0b8e6fe6.flac,разборка,разборка
rus-f676b6e0.flac,предлагать,предлагать
rus-4cda2399.flac,направление,направление
rus-9f1210e9.flac,копия,копия
rus-698d3b88.flac,коллега,коллега
rus-30bc7ddb.flac,глаз,глаз
rus-a7fa0c71.flac,переписываться,переписываться
rus-cd71f078.flac,территория,территория
rus-cdc81ec1.flac,интересный,интересный
rus-3605ec55.flac,выдающийся,выдающийся
rus-deadc54c.flac,крыжовник,крыжовник
rus-ea5e0a83.flac,беспорядок,беспорядок
rus-15a97179.flac,домработница,домработница
rus-e6dd2a0a.flac,очень,очень
rus-15648ed3.flac,музыкант,музыкант
rus-83059185.flac,товар,товар
rus-b6115bbc.flac,вместе,вместе
rus-c07461fe.flac,пульт,пульт
rus-e2aacdbd.flac,особый,особый
rus-3fa2aa71.flac,дело,дело
rus-5fd4c5b6.flac,отличный,отличный
rus-119524b2.flac,пластинка,пластинка
rus-b29c2526.flac,ассимилироваться,ассимилироваться
rus-aecf07ff.flac,курировать,курировать
rus-48fc5903.flac,штурм,штурм
rus-b4ed64ad.flac,страшный,страшный
rus-d9003154.flac,мыло,мыло
rus-21cc7cbe.flac,процветать,процветать
rus-02952696.flac,полностью,полностью
rus-bac1e0a4.flac,импорт,импорт
rus-b449dd61.flac,бояться,бояться
rus-2001f72f.flac,наследственность,наследственность
rus-99c40b92.flac,пристёгивать,пристёгивать
rus-36f5a254.flac,вспомнить,вспомнить
rus-512ca817.flac,следствие,следствие
rus-0ebb109e.flac,преследовать,преследовать
rus-829a6d0a.flac,весы,весы
rus-26dd6068.flac,зоопарк,зоопарк
rus-84c6ef2a.flac,распределить,распределить
rus-b878f21b.flac,признать,признать
rus-a2595f9f.flac,ракета,ракета
rus-26042d02.flac,ну,ну
rus-a538c7d9.flac,угорь,угорь
rus-2b696373.flac,кеды,кеды
rus-93d1a3bb.flac,косить,косить
rus-37a2989a.flac,яхонт,яхонт
rus-3df7d392.flac,урок,урок
rus-0118b646.flac,подобный,подобный
rus-cc51645f.flac,применять,применять
rus-c9ab52b3.flac,невеста,невеста
rus-4e9f3b34.flac,много|носок,много носков
rus-fb6ff57d.flac,чайник,чайник
rus-a0ee8d3c.flac,каморка,каморка
rus-58cc5df7.flac,орден,орден
rus-dd569bf1.flac,противник,противник
rus-a6cdb704.flac,смех,смех
rus-c03f8d62.flac,подражать,подражать
rus-d8883c3c.flac,галстук,галстук
rus-b1015854.flac,шпион,шпион
rus-4f95ae75.flac,репа,репа
rus-ffe34bf2.flac,водка,водка
rus-9b416e1b.flac,банка,банка
rus-14f65a20.flac,мука,мука
rus-96626922.flac,сочинение,сочинение
rus-a12e4750.flac,увольнять,увольнять
rus-ce91bc47.flac,балет,балет
rus-cfec02da.flac,овод,овод
rus-1cfef8a9.flac,весь,весь
rus-6946f49f.flac,отнимать,отнимать
rus-81ff4f62.flac,выкупаться,выкупаться
rus-b7b61656.flac,дерево,дерева
rus-4e490043.flac,потомственный,потомственный
rus-1a5898a7.flac,начинаться,начинаться
rus-bbec544f.flac,яичник,яичники
rus-d192b3fa.flac,летать,летать
rus-affb48a6.flac,загореть,загореть
rus-75921bad.flac,привлекать,привлекать
rus-33686f93.flac,чёрт,чёрт
rus-86992bf6.flac,драгоценный,драгоценный
rus-3d6ac2c7.flac,раздевать,раздевать
rus-0caecd2d.flac,учебник,учебник
rus-378718a4.flac,жертва,жертва
rus-f370a66d.flac,вступить,вступить
rus-d73e7959.flac,кенгуру,кенгуру
rus-c1e14866.flac,коленный|чашечка,коленная чашечка
rus-e4417b7a.flac,ноябрь,ноябрь
rus-48295121.flac,кашлять,кашлять
rus-0c738030.flac,дочь,дочь
rus-94490036.flac,аист,аист
rus-f44540a0.flac,технический,технический
rus-11846fbf.flac,сочетание,сочетание
rus-ae236bc5.flac,всемирно,всемирно
rus-4b63b089.flac,зонт,зонт
rus-84f53176.flac,бифштекс,бифштекс
rus-dab0e037.flac,оторвать,оторвать
rus-62d9e0db.flac,обещать,обещать
rus-2d101867.flac,сопроводить,сопроводить
rus-61b399e1.flac,догонять,догонять
rus-89502cfc.flac,головастик,головастик
rus-a3acc652.flac,делать|запас,делать запасы
rus-b7f2ce05.flac,суббота,суббота
rus-127bc64c.flac,снимать,снимать
rus-0862285a.flac,фрукт,фрукты
rus-ce142495.flac,хватать,хватать
rus-c91a11f8.flac,зеркало,зеркало
rus-8eb84313.flac,сорока,сорока
rus-3da9efb2.flac,хищный,хищная
rus-c26c159b.flac,объединение,объединение
rus-26bb162c.flac,родственник,родственник
rus-aa015609.flac,кальмар,кальмар
rus-05086611.flac,рождество,рождество
rus-ae1a625d.flac,посещать,посещать
rus-fad62910.flac,студент,студент
rus-3b5b50f5.flac,грубый,грубый
rus-525f4ce2.flac,мармелад,мармелад
rus-0b38676a.flac,ценить,ценить
rus-3d82b432.flac,безопасность,безопасность
rus-be4414dc.flac,сидеть,сидеть
rus-de66ed89.flac,насморк,насморк
rus-af12589b.flac,дарить,дарить
rus-65797004.flac,устранять,устранять
rus-7bdcc61f.flac,просьба,просьба
rus-d216bb1c.flac,спускаться,спускаться
rus-93a8e5b5.flac,гонять,гонять
rus-648b6b1f.flac,плод,плод
rus-04ab19bc.flac,добиться,добиться
rus-552d289c.flac,бежевый,бежевый
rus-718b590d.flac,мозг,мозги
rus-203609d0.flac,прервать,прервать
rus-621f4354.flac,маршрут,маршрут
rus-946d2ce9.flac,прямой,прямой
rus-ff2babc3.flac,доверить,доверить
rus-2dc6ebc6.flac,медленный,медленный
rus-e1013bef.flac,эстрадный,эстрадный
rus-93b6b6f0.flac,человек,человек
rus-df0831ca.flac,временами,временами
rus-7883a232.flac,пустынный,пустынный
rus-1e1bced6.flac,трезвый,трезвый
rus-2e4b1eed.flac,закусывать,закусывать
rus-9e060ad2.flac,гроза,гроза
rus-55c99185.flac,пошутить,пошутить
rus-61c43fa7.flac,сшить,сшить
rus-a6a732fa.flac,дыня,дыня
rus-3373efdf.flac,печать,печать
rus-24cf6f69.flac,суровый,суровый
rus-7540bdaf.flac,одевать,одевать
rus-7c9541de.flac,класть,класть
rus-a9955635.flac,поздравление,поздравление
rus-458f4d09.flac,во-первых,во-первых
rus-295fa6f0.flac,по-разному,по-разному
rus-f97b642c.flac,произносить,произносить
rus-ddec7e02.flac,круто,круто
rus-65af1478.flac,произвол,произвол
rus-f8242d2a.flac,чистый,чистый
rus-e31b9508.flac,бокал,бокал
rus-9ff05a68.flac,наступление,наступление
rus-90124bb9.flac,торопиться,торопиться
rus-cb945bd4.flac,парад,парад
rus-d0d8022a.flac,письменный|стол,письменный стол
rus-0b3fc5b7.flac,трое,трое
rus-04184550.flac,армянин,армянин
rus-fec54cb4.flac,разрешать,разрешать
rus-e5289f94.flac,представлять,представлять
rus-8848b489.flac,готовый,готовый
rus-9779bf3d.flac,мода,мода
rus-f4407627.flac,родить,родить
rus-8b1c352c.flac,ведро,ведро
rus-93f04977.flac,тайна,тайна
rus-6206a9c3.flac,действительно,действительно
rus-781dd3c3.flac,ковёр,ковёр
rus-e462c070.flac,вылечить,вылечить
rus-13a54009.flac,веник,веник
rus-4c2c9ed2.flac,разрушать,разрушать
rus-edb762aa.flac,крупнейший,крупнейший
rus-cb433194.flac,приходить,приходить
rus-02e4450c.flac,пламя,пламя
rus-3bf84a41.flac,страница,страница
rus-57298428.flac,оперировать,оперировать
rus-82c98f7c.flac,аннулировать,аннулировать
rus-9dff5a0a.flac,отказаться,отказаться
rus-fa338e70.flac,трудность,трудность
rus-fdb4baf4.flac,закономерность,закономерность
rus-22882cf4.flac,густой,густой
rus-21c6a608.flac,кисть,кисть
rus-e201139d.flac,пропустить,пропустить
rus-c56ff23a.flac,молодёжь,молодёжь
rus-86bb6443.flac,преподавать,преподавать
rus-a45f4f13.flac,колготки,колготки
rus-91a3bae6.flac,далёкий,далёкий
rus-a3fa4a71.flac,сердце,сердце
rus-bc98e88d.flac,круглосуточно,круглосуточно
rus-7029b33d.flac,абрикос,абрикос
rus-ea80ce5c.flac,химик,химик
rus-77fc0593.flac,достаток,достаток
rus-e03de880.flac,несчастный,несчастный
rus-27c65dfe.flac,приобретать,приобретать
rus-32da4337.flac,фотограф,фотограф
rus-839c9e12.flac,лишаться,лишаться
rus-3afdb55b.flac,рояль,рояль
rus-7e2a39d0.flac,попросить,попросить
rus-a361a2d5.flac,подпушка,подпушка
