word,translation_en,translation_jp
l'arte,the art,芸術
mi chiamo Marta,My name is Marta,私の名前はマルタです
cuocere,cook,料理する
la borsa,the bag,バッグ
dritto,straight,真っ直ぐ
l'educazione,education,教育
una farmacia,a pharmacy,薬局
una farfalla,a butterfly,蝶
la foresta,the forest,森
il cielo,the sky,空
aiutare,help,ヘルプ
l'oro,They,彼らは
una cipolla,an onion,玉ねぎ
il petrolio,oil,油
un farmaco,a drug,薬
il cancro,cancer,癌
giovane,young,若い
una fabbricca,a factory,工場
la pioggia,the rain,雨
chiedere,ask,聞く
un lattante,an infant,幼児
io,I,私
dietro,behind,後ろに
parlare,speak,話す
basso,Bass,ベース
un uccello,a bird,鳥
uno specchio,a mirror,鏡
il manzo,the beef,牛肉
rispondere,answer,答え
tu,you,あなた
potere,candies,キャンディー
tardi,late,遅い
pulito,clean,クリーン
un ragazzo giovane,a young boy,若い男の子
una mela,an apple,リンゴ
il sud,the south,南
le labbra,the lips,唇
aprire,open,開ける
i soldi,the money,お金
il pollo,the chicken,鶏
un cammino,a path,道
il pavimento,the floor,床
un ospedale,a hospital,病院
una città,a city,都市
l'università,the university,大学
un gatto,a cat,猫
lo zucchero,sugar,砂糖
la luna,the moon,月
sera,evening,夕方
il governo,the government,政府
il pesce,the fish,魚
un armadio,a wardrobe,ワードローブ
bianco,white,白
disegnare,draw,描く
mangiare,eat,食べる
dormire,sleep,寝る
una gamba,one leg,片足
un ingegnere,an engineer,エンジニア
un anno,a year,一年
una macchina,a car,車
un secondo,a second,二番目
un compleanno,a birthday,誕生日
bene,Well,良い
vuoto,empty,空の
il presidente,the president,大統領
il re,the king,王
il cinema,the cinema,映画館
carino,cute,かわいい
affaticato,tired,疲れた
domandare,ask,聞く
una tovaglia,a tablecloth,テーブルクロス
palazzo,building,建物
un portacenere,an ashtray,灰皿
un aeroplano,an airplane,飛行機
scusa,Excuse me,すみません
mattino,morning,朝
una camera,a room,部屋
una donna,a woman,女性
venerdì,Friday,金曜日
la musica,the music,音楽
il paradiso,heaven,天国
un'aula,a classroom,教室
essere,to be,なる
domenica,Sunday,日曜日
lento,slow,遅い
velocemente,quickly,素早く
esse,they,彼らは
avere,have,持っている
la polizia,the police,警察
un'arancia,an orange,オレンジ
ripetere,repeat,繰り返す
la religione,religion,宗教
la madre,the mother,母親
grigio,grey,グレー
libero,free,無料
i calzini,the socks,靴下
un cavallo,a horse,馬
chiudere,close,近い
finire,finish,仕上げる
imparare,learn,学ぶ
un capello,a hair,髪の毛
prego,Please,お願いします
studiare,study,勉強
il lavoro,the work,作品
una nuvola,a cloud,雲
vivo nel campus universitario,I live on the university campus,私は大学のキャンパスに住んでいます
il mercato,the market,市場
essi,they,彼らは
un commerciante,a merchant,商人
gli abiti,the clothes,服
la moglie,the wife,妻
cantare,sing,歌う
mandare,send,送信
il vento,the wind,風
un giornalista,a journalist,ジャーナリスト
un paese,a country,国
la nafta,naphtha,ナフサ
conoscere,know,知る
facile,easy,簡単
straniero,foreigner,外国人
una bevanda,a drink,飲み物
uno studente,a student,学生
un fratello,a brother,兄弟
il suolo,the soil,土壌
nome,name,名前
ufficio cambi,exchange office,両替所
pomeriggio,afternoon,午後
una persona,a person,人
fare,Do,する
un autobus,a bus,バス
un vicino,a neighbor,隣人
salute !,Health !,健康 ！
vietato,prohibited,禁止
il giardino,the garden,庭
un paese,a country,国
i vestiti,the clothes,服
una borsa,a bag,バッグ
il commercio,trade,貿易
una pera,a pear,梨
nuovo,new,新しい
una fermata,one stop,ワンストップ
un biglietto,a ticket,チケット
blu,blue,青
trovarsi,be,なれ
un prete,a priest,司祭
una zanzara,a mosquito,蚊
il marito,the husband,夫
più,more,もっと
una pentola,a pot,鍋
la politica,politics,政治
un fazzoletto,a handkerchief,ハンカチ
un animale,an animal,動物
stanco,tired,疲れた
sporco,dirty,汚い
il riso,rice,米
una padella,a pan,鍋
il grano,the wheat,小麦
un cavolo,a cabbage,キャベツ
su,on,の上
la zuppa,the soup,スープ
i genitori,the parents,両親
magari,Perhaps,多分
no,No,いいえ
mercoledì,Wednesday,水曜日
troppo,too,あまりにも
un aereo,a plane,飛行機
volere,want,欲しい
un contratto,a contract,契約
un minuto,a minute,ちょっと
giovedì,Thursday,木曜日
fermarsi,stop,停止
un appartamento,an apartment,アパート
leggere,light,ライト
un braccio,an arm,腕
un raffreddore,a cold,風邪
un uovo,an egg,卵
noi,us,私たち
spegnere,turn off,消す
l'indirizzo,the address,住所
un corso,a course,コース
un computer,a computer,コンピューター
un mese,a month,一ヶ月
una lampada,a lamp,ランプ
un fiore,a flower,花
il cioccolato,chocolate,チョコレート
il soffito,the ceiling,天井
perdere,LOSE,失う
mezzogiorno,noon,正午
si,Yes,はい
il popolo,the people,人々
marrone,brown,茶色
freddo,Freddo,フレッド
lungo,long,長さ
grazie,Thank you,ありがとう
nero,black,黒
contare,count,カウント
per favore,Please,お願いします
alto,high,高い
la cena,dinner,夕食
una nonna,a grandmother,おばあちゃん
un cane,a dog,犬
il naso,the nose,鼻
la bocca,the mouth,口
domani,Tomorrow,明日
un'impresa,a business,ビジネス
una vacca,a cow,牛
una gonna,a skirt,スカート
un agricoltore,a farmer,農民
voi,you,あなた
di niente,not at all,全くない
a destra,To the right,右の方へ
lentamente,slowly,ゆっくり
mostrare,show,見せる
la benzina,petrol,ガソリン
il fidanzato,the boyfriend,ボーイフレンド
felice,happy,ハッピー
l'acqua,the water,水
il fuoco,the fire,火
veloce,fast,速い
voglio ...,I want ...,欲しい ...
bello,Handsome,ハンサム
un nonno,a grandfather,祖父
un lenzuolo,a sheet,シート
un pantalone,a pair of trousers,ズボン
un traduttore,a translator,翻訳者
piacere !,Pleasure !,喜び ！
sto bene,I am fine,私は元気です
una tavola,a table,テーブル
costruire,build,建てる
una sorella,a sister,妹
meno,less,少ない
cognome,surname,姓
altro,other,他の
venire,come,来る
caro,Dear,親愛なる
la pace,peace,平和
un bicchiere,a glass,グラス
l'ovest,the west,西
arrivederci,Until we meet again,また会う日まで
la luce,the light,光
il rumore,the noise,騒音
un fiammifero,a match,試合
Internet,Internet,インターネット
la fronte,the forehead,額
lontano,distant,遠い
un topo,a mouse,マウス
portare,bring,持ってくる
una strada,a road,道路
un dizionario,a dictionary,辞書
la pelle,the skin,皮膚
là,there,そこには
la marmellata,the jam,ジャム
la natura,nature,自然
il conto,the account,アカウント
un cuscino,a pillow,枕
andare,go,行く
la danza,the dance,ダンス
l'arrivo,the arrival,到着
la montagna,the mountain,山
una classe,a class,クラス
una tazza,a cup,一杯
il prezzo,the price,価格
buonasera,Good evening,こんばんは
é necessario ...,it is necessary...,これは必要である...
un muro,a wall,壁
una stella,a star,星
donare,donate,寄付する
un tovagliolo,a napkin,ナプキン
rifiutare,reject,拒否する
pericoloso,dangerous,危険な
un piano,a plan,計画
non caro,not expensive,高価ではない
una nave,a ship,船
il sangue,the blood,血
un cappotto,a coat,コート
pronto,ready,準備ができて
una festa,a party,パーティー
un accendino,a lighter,ライター
il teatro,the theatre,劇場
il progesso,progress,進捗
un piatto,a dish,皿
un piede,one foot,片足
accettare,accept,受け入れる
una sigaretta,a cigarette,タバコ
un frutto,a fruit,果物
vecchio,old,古い
un figlio,a son,息子
un pullman,a bus,バス
giù,below,下に
forte,strong,強い
una mosca,a fly,ハエ
una riviera,a riviera,リビエラ
un tegame,a pan,鍋
un'ora,an hour,1時間
un sindacato,a union,組合
le orecchie,the ears,耳
il bagno,the bathroom,バスルーム
capire,understand,理解する
una figlia,a daughter,娘
un ratto,a rat,ネズミ
il sapone,the soap,石鹸
la lingua,the language,言語
poco,little,少し
un'automobile,a car,車
un militare,a soldier,兵士
ora,Now,今
un poliziotto,a policeman,警察官
un anfiteatro,an amphitheater,円形劇場
egli,they,彼らは
attento !,careful !,注意深い ！
il mare,the sea,海
rosa,rose,薔薇
adesso,Now,今
sapere,know,知る
pulire,clean,クリーン
tanto,a lot,たくさん
l'aceto,the vinegar,酢
le scarpe,the shoes,靴
l'economia,the economy,経済
ella,she,彼女
la cucina,the kitchen,キッチン
un coltello,a knife,ナイフ
gli occhi,the eyes,目
la società,the company,会社
un coniglio,a rabbit,ウサギ
non so,I don't know,わからない
rapido,quick,素早い
una pecora,a sheep,羊
comprare,buy,買う
svegliarsi,wake up,起きろ
una chiesa,a church,教会
uno Stato,a state,状態
chiamare,call,電話
il maiale,the pig,豚
l'esercito,the army,軍隊
rosso,red,赤
mettere,put,置く
un'ape,a bee,蜂
la vita,life,人生
la spiaggia,the beach,ビーチ
nessuno,Nobody,誰でもない
uno scrittore,a writer,作家
un taxi,a taxi,タクシー
un ministro,a minister,大臣
vicino,Neighbor,近所の人
una mucca,a cow,牛
l'entrata,the entrance,入り口
un fiume,a river,川
non posso,I cannot,私はできません
ciao !,HI !,こんにちは ！
tradurre,translate,翻訳する
a buon mercato,cheap,安い
il succo di frutta,fruit juice,果汁
la Storia,the History,歴史
lasciare,leave,離れる
la carta,the card,カード
gli occhiali,the glasses,メガネ
vendere,sell,売る
la cultura,the culture,文化
l'uva,the grapes,ブドウ
la terra,the earth,地球
una bottiglia,a bottle,ボトル
parlo italiano,I speak Italian,私はイタリア語を話します
largo,wide,広い
una legge,a law,法律
aspettare,wait,待って
tutti,everyone,みんな
lì,there,そこには
l'est,the east,東
assente,absent,不在
una settimana,a week,一週間
la campagna,the countryside,田舎
sentire,feel,感じる
vengo dall'Italia,I'm from Italy,イタリア出身です
abbastanza,Enough,十分
una gallina,a hen,鶏
il mais,the corn,トウモロコシ
una sedia,a chair,椅子
guidare,guide,ガイド
un bebè,a baby,赤ちゃん
un uomo,a man,男
una bibita,a drink,飲み物
qua,here,ここ
un vestito,a dress,ドレス
amare,love,愛
l'inquinamento,pollution,汚染
la pittura,painting,絵画
un giorno,one day,ある日
l'amore,love,愛
un letto,a bed,ベッド
una carta,a card,カード
a sinistra,left,左
una ragazzina,a little girl,小さな女の子
il burro,the butter,バター
l'affitto,the rent,家賃
un montone,a ram,雄羊
piazzare,place,場所
l'agricoltura,agriculture,農業
una tenda,a tent,テント
falso,false,間違い
una via,one way,一方通行
un libro,a book,本
qui,here,ここ
cominciare,start,始める
buongiorno,Good morning,おはよう
la fidanzata,the girlfriend,ガールフレンド
un biscotto,a biscuit,ビスケット
un bambino,a child,子供
sempre,Always,いつも
un esame,an exam,試験
l'ambiente,the environment,環境
entrare,enter,入力
un battello,a boat,ボート
un medico,a doctor,医者
un villaggio,a village,村
la lotta,the fight,戦い
la mostarda,the mustard,マスタード
studio a Parigi,I study in Paris,私はパリで勉強しています
sabato,Saturday,土曜日
un albero,a tree,木
la guerra,the war,戦争
verde,green,緑
vivere,live,ライブ
una chiave,a key,鍵
la stampa,the press,報道陣
il pane,the bread,パン
il cibo,the food,食べ物
mattina,morning,朝
un professore,a professor,教授
la rivoluzione,the revolution,革命
grande,big,大きい
la gente,the people,人々
la produzione,production,生産
le tasse,taxes,税金
occupato,busy,忙しい
forse,Perhaps,多分
una professione,a profession,職業
bere,drink,飲む
i capelli,the hair,髪
un pomodoro,a tomato,トマト
vero,True,真実
l'aglio,the garlic,ニンニク
Dio,God,神
una forchetta,a fork,フォーク
un amico,a friend,友人
una banca,a bank,銀行
giallo,yellow,黄色
un pasto,a meal,食事
la partenza,the departure,出発
l'aria,the air,空気
una bicicletta,a bicycle,自転車
vedere,see,見る
una televisione,a television,テレビ
un malato,a sick person,病気の人
l'inferno,hell,地獄
inviare,send,送信
davanti,in front of,の前に
insieme,Together,一緒に
il bagno,the bathroom,バスルーム
la morte,death,死
lunedì,Monday,月曜日
abitare,inhabit,生息する
costare,cost,料金
accendere,turn on,オンにする
brutto,bad,悪い
incontrare,encounter,出会い
un diploma,a diploma,卒業証書
la testa,the head,頭
il tabacco,tobacco,タバコ
cattivo,bad,悪い
una barca,a boat,ボート
una stazione,a station,駅
un cucchiaio,a spoon,スプーン
un limone,a lemon,レモン
una motocicletta,a motorcycle,バイク
una nazione,a nation,国家
il nord,the north,北
un'azienda,a company,会社
l'alcol,alcohol,アルコール
una fonte,a source,情報源
la salute,health,健康
il sole,the sun,太陽
un ponte,a bridge,橋
ho vent'anni,I'm twenty years old,私は二十歳です
aspetta mi !,wait for me!,私を待っててください！
il padre,the father,父親
stare,stay,滞在する
presto,Soon,すぐ
l'olio,the oil,油
mai,never,一度もない
un treno,a train,電車
le forbici,the scissors,はさみ
il corpo,the body,体
il sale,the salt,塩
una torta,a cake,ケーキ
signora,Lady,レディ
un templio,a temple,寺院
la patata,the potato,ジャガイモ
signore,Gentleman,紳士
dare,give,与える
una malattia,a disease,病気
buonanotte,Good night,おやすみ
piccolo,small,小さい
una mano,a hand,手
la famiglia,the family,家族
trovare,find,探す
