word,translation_en,translation_jp
ясно,clearly,それは明らかです
боль,pain,痛み
вчера,yesterday,昨日
вещь,"thing, things, belongings, clothes, work",もの
результат,"result, outcome",結果
число,"number, quantity",番号
цель,"aim, goal, object, objective, target, mark",ターゲット
положение,situation,位置
бывший,"former, late, quondam, ex-",前者
далеко,"far, it is far, it is a long way, far off, a long way off, a great distance away",遠い
проходить,"to pass, go to, to walk",合格
план,"plan, scheme, map, target",プラン
около,"near, about",近く
широкий,wide,広い
завтра,tomorrow,明日
снять,"to take off (clothes), remove",脱ぐ
плохо,it is bad,ひどく
представить,"to introduce, to place before [someone]",導入
небольшой,"small, not great, short",小さい
обычно,"usually, generally, commonly, as a rule",いつもの
волос,hair,髪
объяснить,"explain, account",説明する
пара,"couple, match",ペア
решение,decision,解決
купить,"buy, purchase",買う
иначе,"otherwise, or else, else",さもないと
класс,"class, form, class-room",クラス
центр,"center, centre",中心
скоро,"quickly, fast, soon",すぐ
прежде,"before, first, formerly, in former times",前に
пить,drink,飲む
встреча,"meeting, reception, match, meet, appointment",ミーティング
однажды,one day,ある日
служба,"service, work",サービス
процесс,"process, trial, legal proceedings, legal action, cause, case, lawsuit, suit, active condition",プロセス
президент,president,社長
сквозь,through,を通して
сообщить,"report, let know, communicate, impart, inform",報告
герой,hero,ヒーロー
дух,ghost spirit mind,精神
мимо,"past, by",による
кстати,"by the way, incidentally, besides, in fact",ところで
счастье,"happiness, luck, good fortune",幸せ
удар,"blow, kick, stroke, impact, stab, lash, slash, punch, cuff",打つ
старший,"elder, oldest, eldest, senior, chief, man in charge, elders",シニア
вместо,instead of,の代わりに
самолёт,"aircraft, aeroplane, airplane, plane, air-liner",飛行機
трудно,difficultly,難しい
деревня,"village (small settlement), hamlet",村
картина,picture,絵画
ум,"mind, brains, wit, intellect",心
менее,less,少ない
предложить,suggest,オファー
вызвать,"to call, to send for",電話
многие,many,多くの
легко,"lightly, slightly",簡単に
государственный,state,州
рабочий,a worker,ワーカー
телефон,"telephone, phone",電話
компания,company,会社
принимать,take,受け入れる
вниз,"down, downwards",下
автор,"author, authoress, writer, composer, begetter",著者
интерес,interest,興味
провести,spend,実行する
двое,two,二
счёт,bill,チェック
спокойно,"quietly, calmly",冷静に
местный,"local, of a place",地元
игра,play,ゲーム
качество,"quality, exchange",品質
родной,"native, home, dear, darling, relatives, relations, kinsfolk, kin",ネイティブ
член,member,メンバー
достаточно,"it is enough, sufficiently, enough",十分
золотой,golden,金
развитие,"development, unfolding of events etc",発達
важный,"important, significant, grand, pompous",重要
банк,"bank (financial establishment), faro",銀行
столько,"so much, so many, as much",とてもたくさんの
институт,"institute, ",研究所
правительство,government,政府
уровень,"level, standard",レベル
профессор,professor,教授
событие,event,イベント
союз,"union, alliance, Union, league, agreement, conjunction",連合
король,king,王
половина,half,半分
область,area province region,地域
ситуация,situation,状況
кухня,"kitchen, cook-house, galley, cooking, cuisine, machinations",台所
род,"generation, birth, origin, stock, family, race, kin",属
течение,"current, flow, stream",流れ
помочь,"help, assist, aid, give sb. a hand",ヘルプ
немецкий,German,ドイツ語
создать,"to found, to originate",作成する
поскольку,since,なぜなら
получать,"Receive, get, obtain, getting",受け取る
шесть,"six, 6",六
борьба,struggle,闘争
правило,"rule, precept, principle, maxim, law, canon (regulation)",ルール
программа,program,プログラム
звук,sound,音
неожиданно,"unexpectedly, suddenly",突然
чай,"tea, tea-party, methinks, maybe",お茶
роль,role,役割
сознание,consciousness,意識
команда,"team, crew, party",チーム
спасибо,"thanks, thank you",ありがとう
прекрасный,"wonderful, beautiful, fine, excellent",美しい
магазин,"shop, store, magazine",店
впервые,for the first time,初めて
американский,American,アメリカ人
запах,smell,匂い
район,"region, district, area, vicinity",地区
стекло,"glass, glassware",ガラス
выше,"above, higher, over, beyond",より高い
количество,quantity,量
этаж,"floor, storey",床
тип,"type, model",タイプ
суд,"law-court, court, justice, judgment, trial, the judges, the bench",裁判所
выход,"exit, way out, leaving, withdrawal",出口
дочь,daughter,娘
характер,"character, temper, disposition",キャラクター
опыт,"experience, expertise, skill",経験
площадь,area (geometry),四角
управление,"administration, direction, control",コントロール
мнение,opinion,意見
впереди,in front,先に
использовать,use,使用
рост,growth (in a living organism),身長
лошадь,horse,馬
кожа,"skin, leather",レザー
служить,to serve (eg. in the military),仕える
сестра,sister,妹
пожалуйста,please,お願いします
нечего,nothing,何もない
дождь,rain,雨
желание,desire,願い
болезнь,"illness, disease",病気
встретить,meet,会う
пример,"example, instance",例
позволить,let or allow,許可する
поле,field,分野
цена,cost or price,価格
карта,card,地図
радость,"gladness, joy",喜び
зато,"for it, in return",しかし
действовать,"act, take action",活動
музыка,music,音楽
завод,"factory, plant",工場
добавить,add,追加
лето,summer,夏
станция,station,駅
детский,"childish, infantile, puerile, childlike",子供の
приказ,an order/command,注文
гражданин,citizen,市民
цвет,"color, colour",色
статья,"article, item, clause, point, class, rating",記事
круг,"circle, sphere, range, scope, reach, lap",丸
столь,so and such (literary),それで
факт,fact,事実
причём,"Moreover, in addition, besides, what's more, and, at that, with",そして
учиться,to study,勉強
средний,"middle, average, mean, middling",平均
современный,modern/contemporary (adj),モダンな
лагерь,camp,キャンプ
недавно,recently,最近
удовольствие,"pleasure, amusement",喜び
возраст,age,年
передать,to transfer,引き渡す
сад,garden,庭
проводить,spend,行為
задача,"task, exercise, problem",タスク
название,name title,名前
двигаться,"to move, advance",動く
большинство,"the majority, most",過半数
председатель,"chairman, president, the Speaker",会長
прямой,"straight, upright, erect, through, direct, straightforward, frank, sincere, real",直接
попробовать,"attempt, try, endeavour, test, taste, feel",試す
вверх,"up, upwards, upstream",上
знак,"sign, token, symbol, mark, omen, signal",サイン
семь,"seven, 7",セブン
мозг,"brain, marrow, brains",脳
обязательно,necessarily,必然的に
очередной,another recurrent next (adj),別の
деятельность,activity,活動
страшно,"scarily, fearfully",怖い
ставить,to put or place,置く
здание,"building, edifice",建物
искусство,art,美術
начало,"beginning, commencement, start, onset",始める
срок,deadline,学期
одежда,clothing,布
корабль,"ship, ferry",船
художник,"artist, painter",アーティスト
курс,"course, policy, rate of exchange",良い
дорогой,"expensive, costly, precious",高い
оттуда,from there,そこから
фирма,firm,固い
тема,topic,トピック
мировой,"first-rate, first-class",世界
линия,line,ライン
сутки,"twenty-four hours, day, nychthemeron",日
ключ,"key, clue, clef, source, spring",鍵
немедленно,"immediately, at once",すぐに
остров,"island, isle",島
театр,"theatre, play-house, dramatic works, plays",劇場
производство,production,生産
трое,three of ...,三つ
материал,"material, stuff, fabric",材料
значение,"meaning, significance",意味
отказаться,"refuse, decline, repudiate",拒否する
способ,way,方法
волна,wave,波
специальный,special,特別
представитель,representative,代表
рынок,market,市場
впечатление,"impression, influence, effect",印象
отдел,department,部門
успех,success,成功
население,"population, inhabitants, peopling, setting",人口
вдоль,along,平行
следить,"watch, spy, shadow, follow",追跡
спасти,"save, rescue, salvage",保存
знание,knowledge,知識
масса,weight,重さ
одновременно,simultaneously,同時に
естественно,"naturally, of course",当然
направление,direction,方向
победа,victory/triumph,勝利
сотрудник,employee,従業員
городской,urban,都会的な
адрес,address,住所
обращаться,treat handle,住所
период,period,期間
пользоваться,"make use of, profit, enjoy, use",使用
клуб,"club, club-house, puff",クラブ
восемь,"eight, 8",八
предмет,"the subject, the item, the matter",アイテム
честь,"to honour, to honor, to respect",名誉
наблюдать,"observe, monitor, watch",観察する
наоборот,"on the contrary, inside out, back to front, the wrong way, vice-versa",逆に
культура,culture,文化
территория,territory,地域
гораздо,"much, far, by far, way",多くの
поздно,"it is late, late",遅い
остановить,"stop, bring to stop",停止
полностью,"completely, utterly, in full",完全に
страница,page,ページ
размер,size,サイズ
предприятие,enterprise (doanh nghiệp)/venture,企業
английский,"English, British",英語
принцип,principle,原理
платить,to pay,支払う
вероятно,"likely, probably, perhaps",おそらく
руководитель,leader,監督者
наиболее,"most, in advance",ほとんど
внутри,"inside, within",内部
фильм,"movie, film",映画
специалист,"specialist, expert",スペシャリスト
образование,education,教育
выбрать,"choose, select, pick out, elect, take out",選ぶ
тяжело,"hard, difficult",難しい
продукт,"product, produce",製品
постепенно,"gradually, little by little, by degrees",徐々に
собрать,"gather, collect, convoke, assemble, equip, make gathers",集める
внимательно,"attentively, carefully, intently",注意深く
скорость,"speed, rate, velocity",スピード
участок,"region, lot, plot, strip, parcel",プロット
текст,"text, words",文章
участие,participation,参加
мост,bridge,橋
примерно,around,約
здоровье,health,健康
морской,"marine, maritime, naval, nautical",航海用
отсутствие,absence,不在
случайно,"by chance, by accident, accidentally, by any chance",偶然
мясо,meat,肉
отметить,"mark, note, mark off, mention, register",注記
доска,"board, plank, slab",ボード
убийство,"murder, assassination",殺人
настроение,"mood, humour, sentiments, mindset",気分
постоянно,"constantly, continually, always",常に
долг,debt,義務
настолько,so much,それで
предложение,proposal suggestion,オファー
внешний,external (adj),外部の
проверить,"check, verify, test, examine, audit",チェック
отправить,send,送信
оставлять,"leave, leave alone",離れる
ресторан,restaurant,レストラン
список,"list, record",リスト
праздник,"holiday, feast, a festive occasion",休日
автобус,"bus, coach",バス
организм,organism,生物
масло,butter / oil,油
международный,international,国際的
пиво,beer,ビール
полтора,one and a half,１個半
центральный,"central, metropolitan",中央
защита,defence,保護
энергия,energy,エネルギー
тепло,"warm, it is warm",暖かい
установить,set up install place,インストール
внезапно,"suddenly, all of a sudden",突然
напротив,"opposite, in front of, on the contrary",に対して
перейти,"get across, get over, cross, get, pass on, pass, turn, move on",行く
практически,hardly,実質的に
существование,existence,存在
вход,"entrance, entry",入り口
церковь,church,教会
музей,museum,博物館
опасность,"danger, peril, jeopardy",危険
поиск,search,検索
источник,"source, a place where something is born appears or begins to spread",ソース
выступать,oppose publicly,実行する
определить,"define, determine",定義する
представление,"notion, idea, conception",パフォーマンス
способность,ability,能力
понятие,concept,コンセプト
водитель,driver,ドライバ
изменение,a change,変化
вывод,conclusion,結論
комиссия,"commission, committee",手数料
стоить,cost,料金
множество,tons of,多くの
явление,phenomenon,現象
очевидно,"obviously, apparently, manifestly, evidently",明らかに
рано,"it is early, it is too early, early",早い
строить,"to build, construct",建てる
ниже,"lower, below",下に
наверняка,"for sure, certainly",確かに
озеро,lake,湖
разобраться,"figure out, deal with",把握する
кино,"cinema, pictures, movies",映画
должность,position (job),役職
песня,song,歌
выполнять,to perform to carry out,満たす
проект,"project, design, scheme, draft",プロジェクト
навсегда,"forever, for good",永遠に
суть,essence,エッセンス
платье,"dress, gown",ドレス
хозяйство,farm,農業
пункт,"point, station, paragraph, item, plank",段落
вкус,"taste, manner, style",味
спустя,after,後で
кофе,coffee,コーヒー
отделение,separation,部門
подать,tax,提出する
телевизор,"television set, TV set",テレビ
помещение,room,部屋
поведение,"behavior, behaviour",行動
создание,creation,創造
собрание,"meeting, gathering, assembly, collection",ミーティング
безопасность,"safety, security",安全性
заявление,"statement, declaration, application, written request",声明
подарок,"present, gift",現在
университет,university,大学
товар,"commodity, article, goods, wares",製品
абсолютно,"absolutely, perfectly, utterly",絶対に
политика,politics,ポリシー
вес,weight,重さ
поток,stream or flow,流れ
решать,"decide, determine, resolve, be determined, solve",決める
выполнить,"implement, accomplish, carry into effect, realize",実行する
корпус,"body, corpus",フレーム
близко,"near, close by, nearly",近い
редко,rarely,めったに
сеть,"web, meshes, toils, system, circuit, net, fishnet",ネット
сообщение,message,メッセージ
парк,"park, fleet, stock, yard, depot",公園
бороться,to fight (reflexive),戦い
расстояние,"distance, space",距離
официальный,official,正式
выбор,"choice, selection, option, alternative, election",選択
содержание,"content, matter, substance, table of contents",コンテンツ
участвовать,"participate, to take part in",参加する
температура,"temperature, high temperature",温度
создавать,"create, originate, set up, establish, found",作成する
слой,layer,層
ровно,evenly,スムーズ
заместитель,"deputy, vice-",副
отличие,distinction difference(from),違い
исследование,"research, investigation, analysis, exploration, paper, essay",勉強
научиться,learn,学ぶ
техника,technique,技術
контроль,control,コントロール
влияние,influence,影響
покупать,"buy, purchase, bathe, bath",買う
следствие,consequence,結果
насколько,"how much, as far as, so far as",いくら
выбирать,"choose, select, pick out, take out",選ぶ
заранее,in advance,あらかじめ
сохранить,keep,保存
менять,"change, exchange",変化
указать,"to point out/at [something], indicate",示す
открытие,"discovery, throwing open, opening",オープニング
храм,temple,寺
строительство,"construction, building, project",工事
погода,weather,天気
шоссе,"highway, macadam road",高速道路
уничтожить,"destroy, annihilate, obliterate",破壊する
добиться,to achieve,成し遂げる
поддерживать,"support, back, second, maintain, keep up, bear",サポート
отлично,excellently,素晴らしい
особенность,peculiarity,特異性
памятник,"monument, memorial, tombstone, statue",記念碑
покинуть,"leave, abandon, desert, forsake",離れる
везде,everywhere,どこでも
сегодняшний,today's (adj),今日の
юг,south,南
новость,news,ニュース
поражение,defeat,敗北
компьютер,computer,コンピューター
договор,agreement,合意
библиотека,"library, lending library, reference library",図書館
согласно,according to,によると
депутат,"government official, deputy",副
удобный,"comfortable, handy, cosy",快適
ответственность,"responsibility, amenability",責任
переход,"passing, crossing, transition, change, crossing, march, passing",遷移
услуга,service,サービス
модель,"model, pattern",モデル
отдых,rest,休む
поддержка,"backing, seconding, encouragement, support",サポート
разрешение,"permission, permit, authorization, authorisation, licence, solution, settlement",許可
производить,to produce/to make,生産する
кладбище,"cemetery, burial-ground, graveyard, church yard",墓地
шанс,chance,チャンス
исключительно,exclusively,独占的に
прекратить,"stop, cease, discontinue, put an end, make an end, bring to a stop, break off, sever",停止
обеспечить,to provide,提供する
организовать,"organize, to organise",整理する
стиль,style,スタイル
концерт,"concert, recital, concerto",コンサート
приобрести,"acquire, gain, ",購入
особо,"really, particularly",特に
поддержать,support,サポート
якобы,as if /as though / allegedly / supposedly,おそらく
продолжить,"continue, go on, proceed, keep on, extend, prolong",続く
метро,metro,地下鉄
отдохнуть,"rest, be resting, be on holiday, relax",リラックス
бизнес,business,仕事
вовремя,"on time, in time",その間
оценка,grade,学年
использование,"utilization, usage, using, utilisation",使用法
наличие,availability presence,可用性
применять,apply employ use,適用する
путешествие,"journey, voyage, trip, travels",旅
давление,pressure,プレッシャー
дважды,"twice, two times",二度
вне,"out of, outside, off",外
воспользоваться,"avail oneself, profit, take advantage, appropriate",利用する
штат,state,州
продажа,"sale, selling",販売
отличный,"excellent, awesome, first-class, great",素晴らしい
относительно,"relatively, about, quite",比較的
переговоры,"negotiations, talks, parley",交渉
выступление,performance,パフォーマンス
торговля,"trade, commerce",貿易
транспорт,"transport, transportation, consignment, train, supply ship, troop transport, troopship, troop-carrier, carrying forward",輸送
недалеко,"not far, close",近く
обмен,"exchange, interchange, barter",交換
перевод,"translation, interpretation",翻訳
кафе,"café, coffee-house",カフェ
режиссёр,producer,監督
воскресенье,Sunday,日曜日
проверка,check-up control or examination,検査
питание,nourishment or nutrition,栄養
накануне,"the day before, on the eve, just before",前日
выставка,exhibition,展示
помимо,in addition to,その上
брак,marriage,結婚
соответствовать,suit conform be consistent with,対応する
заменить,to replace,交換する
нормально,normally,大丈夫
корреспондент,"correspondent, reporter",特派員
стоимость,"cost, value",価格
впоследствии,"afterwards, later, later on, subsequently",その後
вина,fault,罪悪感
объём,"volume, capacity, size, extend, scope",音量
флот,fleet,艦隊
налог,tax,税
выделить,"allocate, pick out, choose, single out, allot, ear-mark, detach, find, provide, apportion, mark out, distinguish, secrete, excrete, discharge, exude, educe, isolate",ハイライト
задать,"ask, give, set",セット
плюс,"plus, advantage",プラス
сопротивление,resistance,抵抗
доход,"income, revenue, profit, return, receipts, earnings",所得
проспект,"avenue, prospectus, booklet, folder",大通り
заказать,order,注文
мебель,furniture,家具
общение,communication,コミュニケーション
ремонт,"repair, maintenance, remount service",修理
заказ,"order, prohibition, interdict",注文
практика,practice,練習する
наступление,arrival or onset,攻撃
привлечь,to attract,引きつける
выполнение,"implementation, fulfilment, carrying-out",実行
имущество,"property, belongings, stock, stores, equipment",財産
сюжет,plot,プロット
монастырь,monastery,修道院
аэропорт,airport,空港
рис,"rice, paddy",米
крепость,stronghold,要塞
интервью,interview,インタビュー
адвокат,"advocate, counsellor, ",提唱する
восстановить,to restore,復元する
внести,"to bring in, carry in, make",貢献する
непосредственно,"immediately, directly",直接
реклама,"advertisement, publicity, advertising",広告
премьера,"premiere, new production",プレミア
предоставить,"to grant, to provide",提供する
приговор,"sentence, verdict, condemnation",文
избавиться,to get rid of,取り除く
преимущество,"advantage, vantage",アドバンテージ
мусор,"garbage, trash, debris, rubbish, sweepings, dust, refuse, police (slang)",ごみ
салон,salon cabin,サロン
бюро,bureau,局
подробно,"in detail, at length, minutely",詳細に
село,village,村
уточнить,to clarify,特定
набор,set/kit range assortment collection,キット
украинский,Ukrainian,ウクライナ語
объявление,advertisement or announcement,発表
общаться,communicate socialise converse deal with,通信する
управлять,control,管理
ежедневно,"daily, every day",毎日
официально,officially,正式に
бесплатно,"free of charge, gratis",無料で
мэр,mayor,市長
уникальный,unique,個性的
мяч,ball,ボール
