word,translation_en,translation_jp
مسمار,nail,釘
دراجة,bicycle,自転車
معلومات,information,情報
نفسك,yourself,あなた自身
سرير,bed,ベッド
أمر,command,指示
حاجز معدني,metallurgy,冶金
لعبة,game,ゲーム
جدول,table,テーブル
اقتصاد,economy,経済
منزل,home,家
جورب,sock,靴下
سرور,server,サーバ
إطار,frame,フレーム
إنترنت,Internet,インターネット
موعد,date,日付
حتى,even,平
هيكلية,structure,構造
أرض,earth,地球
شحنة كهربائية,Electric charge,電荷
بحث,discussion,議論
معلم,teacher,教師
ميت,die,死ぬ
طاقة,energy,エネルギー
موت,the weather,天候
جزء,part,一部
وجود,existence,存在
أخت,sister,妹
قطن,Cotton,コットン
أنموذج,Model,モデル
الذي,who,誰が
حجم,volume,音量
مورد,mod,モッド
سماء,sky,空
مجموع,total,合計
فندق,hazelnut,ヘーゼルナッツ
طاولة,table,テーブル
تكنولوجيا,technology,テクノロジー
جرح,hurt,傷つく
قرن,century,世紀
وسط,mid,半ば、
عضلة,muscle,筋
أنثى,female,女性
قلم,pen,ペン
معنى,meaning,意味
بخار,steam,スチーム
تهمة,accusation,告発
عامل,factor,要素
عدد أولي,first number,最初の番号
سلوك,behavior,行動
حق,right,右
لأجل,for,のために
غبار,dust,ほこり
مساحة,space,空間
رأس,head,頭
خبر,news,ニュース
طريقة,method,方法
مفتاح,key,鍵
صحة,health,健康
سلة,basket,バスケット
بيع,do,する
شعاع,rays,光線
طعام,food,食べ物
أحد,a person,人
ندم,sorry,ごめん
عائلة,family,家族
أسبوع,week,週
فرصة,chance,チャンス
مسلسل,series,シリーズ
غرامة,penalty,ペナルティ
جلد,Vol,巻
علامة,mark,マーク
سلسلة,series,シリーズ
تقرير,speech,スピーチ
عزيز,dear,親愛なる
مجموعة,group,グループ
إما,either,どちらか
مجلس,Majlis,マジュリス
أساس,basis,基礎
مادة,material,材料
جذب,attraction,アトラクション
علاقة,relationship,関係
قفل,lock,ロック
تطور,development,発達
اتجاه,direction,方向
تدريب,training,トレーニング
طقس,weather,天気
لاصق,adhesive,接着剤
تصميم,decision,決断
ريش,again,また
موقع,location,位置
نصف,half,半分
فقدان,loss,損失
إجراء,procedure,手順
حيوان,animal,動物
تحكم,control,コントロール
فكرة,idea,アイデア
يد,hand,手
عقل,intellect,知性
تحليل,analysis,分析
كأس,kos,コス
تقدم,advance,前進
تكلفة,cost,料金
هواء,air,空気
ساعة,hour,時間
ذيل,tail,しっぽ
هم,hm,うーん
جودة,quality,品質
منجم,Manjum,マンジュム
صدر,chest,胸
رسالة,message,メッセージ
خلال,hook,フック
معاملة,transaction,取引
عمل,action,アクション
عقاب,Eagle,イーグル
سكر,sugar,砂糖
جهاز,plane,飛行機
خطر,danger,危険
دهن,eat,食べる
تيار,ready,準備ができて
نفسي,my soul,私の魂
فترة,period,期間
حزمة,pack,パック
توقف قصير,short stop,ショートストップ
زبون,zboon,ズブーン
اقتراب,approach,アプローチ
واجب,obligatory,義務的な
دعم,support,サポート
غاية,गाये,गाये
فستان,dress,ドレス
دخان,smoking,喫煙
صوت,sound,音
محاولة,attempt,試み
امتحان,the exam,試験
دين,religion,宗教
نعم,Yes,はい
وجبة,meal,食事
لون,loan,ローン
فولاذ,steel,鋼鉄
جنس,gender,性別
سمع,I heard,私は聞いた
سؤال,question,質問
عاصمة,capital,資本
خاتم,finish,仕上げる
مؤسسة,institution,機関、
طريق,the road,道路
رمادي,Ramadi,ラマディ
قلب,heart,心臓
طبل,drum,ドラム
مناقشة,discussion,議論
رمل,Sand,砂
إبهام,I know,知っている
فريق معاون,assistant team,アシスタントチーム
الناس,people,人々
فريق,team,チーム
ممثل,representative,代表
مع,with,と
عودة,return,戻る
زوجة,Wife,妻
قرد,according to,によると
خادم,servant,サーバント
شخص,person,人
مجال,majla,マジュラ
هضم,digestion,消化
سلم,Peace be upon you,平安あれ
مقترح,suggested,提案された
نبات,plant,植物
جريمة,the crime,犯罪
بت,idol,アイドル
قميص,shirt,シャツ
ثقب,hole,穴
خزنة,the treasury,財務省
قاعدة,base,ベース
منصة,platform,プラットフォーム
سقف,ceiling,シーリング
عدد,number,番号
نهاية,end,終わり
تمرن,tamran,タムラン
سلم موسيقي,Hello music,こんにちは音楽
هدية,gift,贈り物
مصرف,bank,銀行
أي شيء,any thing,何でも
ثوب,dress,ドレス
مصلحة,interest,興味
قائد,leader,リーダー
استعراض,review,レビュー
نار,fire,火
مكافأة,reward,褒美
ورق,sheet,シート
ذهب,zahab,ザハブ
رائحة,the smell,匂い
شرطة,Condition,状態
وطن,homeland,祖国
بينما,while,その間
دورة,course,コース
ساق,saq,サクサク
حفلة,party,パーティー
احتجاج,protest,抗議する
نفسها,herself,彼女自身
شعر,poetry,詩
كره,I hate it,私はそれが嫌いです
كيميائي,chemical,化学薬品
مال,goods,品
طبشور,tabashor,タバショール
أمام,I know,知っている
نثر,Nasr,ナスル
سحاب,Sahab,サハブ
سحق,crush,打ち砕く
قرار,decision,決断
فرن,oven,オーブン
زاوية,angle,角度
إعلان,announcement,発表
دفاع,defense,防衛
هدف,goal,ゴール
أهل,ahl,あーる
حاضر,present,現在
حامض,sour,酸っぱい
دليل,proof,証拠
عطاس,Attas,アタス
مجوهرات,jewelry,ジュエリー
مقعد,anus,肛門
منخفض جوي,low,低い
سجن,sajn,サジン
حاجة,need,必要
ادعاء,claim,請求
سفينة,the ship,船
نملة,ant,アリ
سمك,fish,魚
صفيحة,page,ページ
مقياس,scale,規模
دمغة,the tattoo,タトゥー
دب,db,データベース
سكين,skin,肌
حياة,life,人生
ظرف,container,容器
سكون,skunk,スカンク
تقنية,technique,技術
معرفة,knowledge,知識
حب,love,愛
رغم,despite,にもかかわらず
قط,Cat,猫
ميناء,port,ポート
زخرفة,decoration,装飾
طاهي,tahi,タヒ
مؤتمر,conference,会議
ذراع,arm,アーム
أب,ab,腹筋
قفاز,cage,ケージ
قياس,analogy,類推
تجربة,experience,経験
رغم أن,in spite of that,それにもかかわらず
نسبة مئوية,percentage,割合
مقارنة,comparison,比較
رجل,man,男
ضوء,light,ライト
ضفة,bank,銀行
مسؤولية,responsibility,責任
شوكة,love,愛
إلى,to,に
أمن,security,安全
طيف,تيف,トゥリ
شرط,condition,状態
محور,axis,軸
حساب,account,アカウント
نموذج,model,モデル
فصل,crop,作物
منحنى,curve,曲線
معدة,stomach,胃
وﻻ,وﻻ,こんにちわ
مقاطعة,province,州
توقف,stop,停止
صدمة,trauma,トラウマ
لوح,lol,笑
عضة,bite,噛む
زنزانة,prison,刑務所
قطع,cut off,切り落とす
منظر,scenery,景色
تصرف,possession,所持
إدارة,Administration,管理
طرق,roads,道路
أنبوب تصريف,drain pipe,排水管
رئيس,president,社長
منطقة,region,地域
برنامج,program,プログラム
بنية,the structure,構造
مدينة,city,市
إنتاج,production,生産
حرف كبير,capital letter,大文字
عائد مالي,financial return,経済的利益
استثمار,exploitation,搾取
معلومة,known,知られている
فرشاة,brush,ブラシ
حقيبة,bag,バッグ
ثمن,the price,価格
مركز,center,中心
استبدال,replacement,交換
باب,bab,バブ
حريق,fire,火
ارتفاع,the height,高さ
صباح,morning,朝
بطاقة,card,カード
خيار,cucumber,キュウリ
خاصية,characteristic,特性
صابون,soap,石鹸
توزيع,distribution,分布
خطأ,error,エラー
قسم,oath,誓い
رطوبة,moisture,水分
ميزان,balance,バランス
مصعد,ascent,上昇
ابتسامة,smile,笑顔
خنزير,pig,豚
مخطط,striped,縞模様の
ذبابة,zababa,ザババ
عملية,operation,手術
باقة,the rest,残り、
خطوة,step,ステップ
آنسة,Ансеш,Ансес
مريض,patient,忍耐強い
طابع بريد,stamp,スタンプ
دكان,shop,店
أو,or,または
عنصر كيميائي,chemical element,化学元素
منقار,the beak,くちばし
صعوبة,difficulty,困難
مصباح,Misbah,ミスバ
اختيار,option,オプション
ميزة,advantage,アドバンテージ
مفاجأة,surprise,驚き
معطف,coat,コート
لأن,laan,ラーン
نقطة,point,ポイント
مقدار,quantity,量
شمال,north,北
ركلة,Kick,キック
ثقافة,culture,文化
قدرة,ability,能力
تقديم,presentation,プレゼンテーション
كتاب,book,本
صفحة,page,ページ
جنيه,pounds,ポンド
نشاط,activity,活動
حذاء,shoes,靴
ذكرى,memory,メモリ
فائدة,benefit,利点
وصية,وسية,やあ
مرض,disease,病気
عين,Ain,アイン
حكم,rule,ルール
وسادة,pillow,枕
ذاكرة,the memory,記憶
غليان,they seethe,彼らは見る
ذقن,chin,顎
كرة,ball,ボール
قدم,step,ステップ
صندوق,box,箱
تطبيق,application,応用
تدمير,destruction,破壊
تعليم,education,教育
نمو,growth,成長
موسيقى,music,音楽
استخدام,employment,雇用
ملعقة,spoon,スプーン
قاسم,Kasim,カシム
بجانب,by the way,ところで
مقص,Scissors,ハサミ
ولد,born,生まれる
صورة,photo,写真
لحظة,moment,一瞬
اختراع,invention,発明
نقل,transfer,移行
قراءة,reading,読む
اتصال,connection,繋がり
مربع,square,四角
غرفة,room,部屋
مجتمع,complex,複雑な
نحلة,honey,ハニー
نظام,system,システム
جمع,plural,複数
سبب,cause,原因
غطاء,cover,カバー
جزيرة,island,島
مشط,comb,櫛
تعلم,learn,学ぶ
طلب,student,学生
تفصيل,details,詳細
لسان,the language,言語
نوم,nom,名目
وقت,time,時間
رقم قياسي,ratio,比率
آلة تصوير,photo machine,写真機
مكتب,office,オフィス
عضو,organ,器官
هي,Hey,おい
بطاطس,Бататс,Бататс
ثانية,again,また
حقل,field,分野
مهارة,skill,スキル
مصنع,the factory,工場
ورقة نقدية,cash paper,現金用紙
شأن,so,それで
تأثير,effect,効果
شعور,consciousness,意識
موجة,Wave,波
أنا,Ана,Ана
مستقبل,future,未来
بيت,house,家
بحر,sea,海
وظيفة,job,仕事
سم,cm,cm
مسافة,distance,距離
شرطي,condition,状態
مهمة,important,重要
موضع,position,位置
ملاحظة,note,注記
رف,ref,参照
اتفاق,coincidence,偶然
وسيلة,the vehicle,車両
فضة,silver,銀
مبلغ متوجب,preacher,説教者
ارتياح,Artiah,アルティア
مورثة,mother,母親
صحيفة,newspaper,新聞
طبيب,physician,医師
ليل,night,夜
بيضة,ovary,卵巣
سكرتير,secretary,秘書
فن,art,美術
الأرض,earth,地球
رفقة,friend,友人
إذا,if,もし
مطرقة,hammer,ハンマー
اهتمام,attention,注意
بيئة,beah,ベア
عملية جراحية,surgical operation,手術
تأمين,insurance,保険
صياح,hello,こんにちは
مستشفى,hospital,病院
محرك,drive,ドライブ
فرع,branch,支店
أم,mother,母親
ابنة,daughter,娘
متوسط,medium,中くらい
خبرة,experience,経験
علاقة غرامية,marital relationship,夫婦関係
مسبح,музба,ムソブガ
مكتبة,library,図書館
سطح,surface,表面
حصان,horse,馬
عنصر,element,要素
انتباه,attention,注意
خريطة,map,地図
أعمال,business,仕事
ضريبة,tax,税
نحن,we are,私たちは
اكتشاف,discovery,発見
دم,tail,しっぽ
رصاص,lead,鉛
فرقة,band,バンド
قوس,bracket,ブラケット
موضوع,topic,トピック
شهر,month,月
امرأة,woman,女性
قرية,village,村
كنيسة,church,教会
قصدير,the intention,意図
مساعدة,Help,ヘルプ
أصل,asl,アスル語
أسلوب,style,スタイル
عند,at,で
مسكن,the house,家
ضباب,fog,霧
عصب,anger,怒り
فضاء,space,空間
عقد,contract,契約
ماضي,the past,過去
زجاج,glass,ガラス
انتخاب,choice,選択
ضغط,pressure,プレッシャー
مدير,manager,マネージャー
حساء,soup,スープ
نسخة,copy,コピー
الفيلم,the movie,映画
لقب,nickname,ニックネーム
نصيحة,advice,アドバイス
شريعة,Sharia,シャリーア
قارب,the boat,ボート
صيف,summer,夏
بذرة,seed,シード
رجل,man,男
بين,bin,ビン
فيلم,film,膜
خيال,imagination,想像
نسبة,ratio,比率
ابن,Ibn,イブン
زيت,oil,油
عادة,usually,いつもの
فوق,above,その上
وصول,reception,受付
ﻻ شيء,something,何か
ميل,mill,ミル
نهر,river,川
قطعة,piece,ピース
حالة,situation,状況
مشروع,legitimate,正当な
صحن,the room,部屋
مباراة,match,マッチ
ضربة,strike,ストライク
طلاء,gold,金
نموذج تصميم,sample design,サンプルデザイン
نابض,pulse,脈
حكومة,government,政府
قطار,train,電車
مشكلة,problem,問題
نوع,type,タイプ
شقة,Apartment,アパート
إضافة,addition,追加
كل شيء,all things,すべてのもの
فحم,understand,理解する
حافة,edge,角
خلف,behind,後ろに
شفة,lip,リップ
سقوط,collapse,崩壊
مضاد,anti,アンチ
ضبط,capture,捕獲
كذبة,lie,嘘
بداية,the beginning,始まり
نواة فكرة,New idea,新しいアイデア
علبة مجوفة,Empty box,空箱
بغض النظر عن,don't care,気にしないでください
بقرة,Cow,牛
قطاع,sector,セクタ
تصريح,statement,声明
فاكهة,fruit,フルーツ
دفع,throw away,捨てる
إشارة,signal,信号
حدث,happened,起こった
خوف,fear,恐れ
برهان,Brohan,ブローハン
قطرة,drop,落とす
سوق,souk,スーク
